3.134497669826219468e-01,1.834758356002318402e-01
2.585765506558005411e-01,3.431317207259987345e-01
4.193409349097345640e-01,6.168285583576692543e-01
9.479250338246612007e-01,2.092304523258986526e-01
2.884322602096358601e-01,6.414826691694929250e-01
9.860480551324604104e-01,4.155433993967228012e-02
1.918896660157828338e-01,2.289660310304666435e-01
5.081443494077830803e-02,1.309746840382719490e-02
9.359546944609826724e-01,4.188057863708816164e-01
8.564030021099999779e-01,2.355396723720587504e-01
7.471109924907959332e-03,3.465757489368889166e-01
2.406838543888948356e-01,9.074056124213679686e-01
6.478388426997767624e-01,4.752050345641657403e-01
3.001978612977987959e-01,4.600827769058302152e-01
9.612632306801434101e-01,6.337634687117088550e-02
9.586015825221013698e-01,7.099396041847455541e-01
6.331744897984130649e-01,9.893709044959625443e-01
3.067085942400802345e-01,8.613250574687982830e-01
1.204412519875306398e-01,3.528247681873331043e-01
8.684576222579145632e-01,3.257545502335092991e-01
8.637758123351044759e-01,6.747697068955461619e-01
9.077469569291110041e-01,4.677575975263673635e-01
2.204966102002968720e-01,5.940900113594074217e-01
8.146641101345698521e-01,4.331658764813405282e-01
8.522324069331932428e-02,4.497239759019910910e-02
1.599164407058906168e-02,4.746531077440825364e-01
3.776347969408240246e-01,9.453048062333084811e-01
6.034200241355621719e-01,9.824542537741366433e-01
7.627378084876259567e-01,2.687494103314466143e-01
3.566623706529459259e-01,5.978610617724980925e-01
1.357882104796270806e-02,5.926334989934856079e-02
6.530635545298447697e-01,2.815023123786160042e-01
9.125741687258672741e-01,4.780328136110294501e-01
7.616561412800906261e-01,1.356286445796461848e-02
2.849844150594388337e-01,8.826663870276917345e-01
7.617029946362342541e-01,1.277564884139597012e-01
8.195203869754623671e-01,5.309654586766916484e-01
9.065656048095307451e-01,3.191934135604417300e-01
2.450883981679955470e-01,2.169847018404940098e-01
2.382554147127520228e-01,2.001457797197025990e-01
3.509221747404756009e-01,7.897676628380514430e-01
1.100901245387790883e-01,9.796643541061065275e-01
1.259540009546138428e-01,9.127318424013719511e-01
4.585491282594458262e-01,9.639555165929493130e-01
9.037714246819961161e-01,1.720516086365944108e-01
7.285808649128903136e-01,4.806737809436074649e-01
9.634947664103390430e-01,1.416014591828982372e-01
1.578656060606277167e-01,4.817217303200763689e-01
6.315360982151992930e-01,5.949284208525323914e-01
2.107095104069857117e-01,1.489523947907099855e-01
9.088064689689012710e-02,2.348747602618395103e-02
7.078021516633672405e-01,6.151060968483065272e-01
6.822102156351481650e-01,2.574579091954279919e-01
5.796323052617445848e-01,4.115730262759798030e-02
2.093819665016113385e-01,7.116977474355634659e-02
2.827028793985972843e-01,7.520034114764593269e-01
8.027141671066071460e-01,6.930433283811838763e-01
6.551777949568848847e-01,7.093777146768077690e-01
6.900598827454706985e-02,9.188702622197708614e-02
6.572789213110863393e-02,6.051019426500482412e-01
6.011520461092564327e-01,2.950569739637580735e-01
9.553987354403101762e-01,2.436669752863948046e-01
6.859640414585669310e-01,3.951937493481172403e-01
5.732463477158129539e-01,7.268554493880180489e-01
6.048205526920923392e-01,3.448771927900282641e-01
7.752667412586534690e-01,3.192567237084441567e-01
3.901013450646788616e-01,1.985801214024640604e-02
3.605788600075754413e-02,4.672935791907603109e-01
9.804491625479820893e-01,6.711970371012637715e-01
9.536030307117386862e-01,8.604058770653536525e-01
6.686570676015763937e-01,9.125636730740318558e-01
5.049529369020701042e-01,9.316722746787555742e-01
2.632791085120711472e-01,9.930948256771150451e-01
7.834480619578887417e-02,3.129678120094803173e-01
8.820915255110191033e-01,8.030296681120382418e-01
1.612272227570543670e-02,6.828906096050711971e-01
6.931694652570211668e-01,5.382396581094898158e-01
2.358027427417885846e-01,4.466518469770361932e-01
5.587927179773343189e-01,3.733173752660731148e-01
9.407145036781796588e-01,4.982210824044599473e-01
6.642432148622200438e-01,2.927836561395480430e-02
1.558925668831834255e-01,9.642774274153803615e-01
7.131229740713748155e-01,4.989864214302108802e-02
6.218312891873286619e-01,7.824139256899402817e-01
9.925697372907772431e-01,9.986288558908139601e-01
2.952686041542769146e-01,7.641607531739801340e-01
6.962184655793640653e-01,4.041130292118599865e-01
2.473961238325372847e-02,7.043703357422854694e-01
6.774955934371078570e-01,9.819177422153254620e-01
2.634223721491432135e-01,5.235748448435262326e-01
6.380817827356993766e-01,5.753043127836831028e-01
6.331919447158084191e-01,9.744165397430439857e-01
1.511960296640946222e-02,3.666766152118449140e-01
3.695067225520320964e-01,3.369386636497692100e-01
5.981875022084548466e-02,5.978064410314853916e-02
7.268788746016493496e-01,1.053978473779457747e-01
4.630423168733499573e-02,1.913596801726383800e-01
4.204078975439421439e-01,7.933847694035499609e-01
1.889894659526473175e-01,6.465600686645343043e-01
7.666251818273224217e-01,9.120739938313077166e-01
4.247534712252316602e-01,1.076952703882791962e-01
2.144033528956124091e-02,3.211358815378932974e-01
6.404485671834974081e-01,1.000479348833539506e-01
8.124641979882049059e-01,4.294592295399636273e-01
4.404586712490036193e-01,2.509463539206815419e-01
3.264490747535725435e-01,3.421470041834797637e-01
2.046349158717064576e-01,2.946352759908466012e-01
9.470536556086742719e-01,9.232335679857691657e-01
5.323164709900162217e-01,3.289010009619656172e-01
5.520943031650532573e-01,3.113747191264539804e-01
2.490925640764660720e-01,7.990171826259341303e-01
5.816513351279911648e-01,9.498183485663185266e-01
9.428778941167218486e-01,9.953053284185612304e-01
3.239017403203803269e-01,6.276083393069121774e-01
6.627170881255695090e-01,3.174641753543714362e-01
9.430128998045032018e-01,7.415020773803138177e-02
3.650153690049346977e-01,7.592148140514624055e-01
8.903723027832741721e-01,4.575853580767714757e-01
2.888664021991951270e-01,7.269168523223507039e-01
5.789333507576095439e-01,9.272641643618975138e-01
8.915200456106259219e-01,3.813671633142232675e-01
8.157991761172472822e-01,1.266056137583831953e-01
2.117584084144069623e-01,9.100141773155747682e-01
6.159198059508530498e-01,9.983855692601700804e-01
1.587560415174580353e-01,1.289062599465691239e-01
8.622654870323307463e-01,1.339225622787552084e-01
1.351713803398855163e-01,1.341626402131951279e-01
4.510409775893151618e-01,4.872087519337883199e-01
2.859028039702768975e-01,3.685865938757988403e-01
6.497674626390113062e-01,9.150800144499816602e-01
7.713134641645232881e-01,2.954743376693538259e-01
6.169937449343021463e-01,1.421456980184238050e-01
9.325887678074575859e-01,2.322313566560976206e-01
8.467308985470369809e-01,3.942450944933997281e-01
4.173309968635589007e-01,1.575306655438516445e-01
1.955406238568216937e-01,1.539040627118115623e-02
6.301605317028057263e-01,4.224102967726461877e-02
2.939704467374093522e-01,4.411269699322087900e-01
9.956432421074319361e-01,3.988769296874091763e-01
2.725121553605875935e-01,4.218039266354915995e-01
1.663791321285851277e-01,7.368962667831713276e-02
9.005029840754731341e-01,4.087155765182171052e-01
2.114107432992528013e-01,6.685271091444605629e-01
9.846578242105372691e-01,8.748798343305456138e-01
1.871164571181822556e-01,1.714604330837266044e-01
8.962813174272820094e-01,1.737350522298053423e-02
5.559032867702418113e-01,4.955606548419232427e-01
5.583321613207876677e-01,9.688419864465708242e-01
3.657792840910519816e-01,8.885150607116001353e-01
2.961557031811909990e-01,2.405564540606461854e-01
4.342605941197078545e-01,8.386895040043128580e-01
2.475126883275324818e-01,6.959388655674419999e-01
1.033068871291492608e-01,5.969281554683306679e-01
7.254006687608024473e-01,4.948831422703567906e-01
9.531731149676757608e-01,3.984890976001510543e-01
1.387252706233592647e-01,8.648814349081275221e-01
2.720929829260457788e-01,7.809384636172630456e-01
6.573505111633831666e-01,3.429324680276210069e-01
4.363291353943403728e-01,8.995809765348702358e-01
6.311860574210298447e-01,5.165518351622895299e-01
3.565486988946737767e-01,4.041348779238930211e-01
8.417075852061414176e-01,7.216698397447762758e-01
1.029793951431545729e-01,6.684568800736014893e-01
8.965683584084067625e-01,7.570361495296316079e-01
9.073124717866519751e-01,5.084916781965741484e-01
3.153964034181803155e-01,7.586797934597065973e-01
6.326070339828239186e-01,1.458948996447824165e-01
8.692894625644409512e-02,7.056617225881680611e-01
1.640652862293564551e-01,6.178843266789926236e-01
2.984134843291216255e-01,8.283123346175315094e-01
6.315024059687501801e-01,8.871892353375043783e-03
1.362654113472093753e-01,5.306894206691603610e-02
3.298101728827274037e-01,4.337919548055417795e-01
6.142544778254548365e-01,3.159715746745309639e-01
7.345810849811509335e-01,4.412629736051221219e-02
4.893026387286059098e-03,8.111738648998234602e-01
7.647220415898118295e-01,5.735258577540850444e-01
8.146698195791124419e-02,7.739769562018343763e-01
5.038997662309152581e-01,5.851905275745270529e-01
1.589323508766750104e-01,9.331108459583740133e-01
6.778869722568070522e-01,3.006780083502640366e-01
6.683702791847168090e-02,1.984510742806726569e-01
2.183280459455710920e-01,6.613056915781820866e-01
3.677443725238416228e-01,7.542668406358482569e-01
7.997464118984308756e-01,5.569717058628491646e-01
8.296957752756473070e-02,1.465423820487801176e-01
5.974691158992452289e-01,6.361977056522974960e-01
5.162651375752873584e-01,9.381038494138060901e-01
8.616445396360102871e-01,3.167327339522945095e-01
8.878691084135391653e-01,3.454930728147932451e-01
6.278646833082083267e-01,6.873941614703636960e-01
7.281446992477206281e-01,4.567362431800892075e-01
9.865590653993951964e-01,5.876928656819825347e-01
7.236962785354845717e-01,9.799412282758215298e-01
1.983625655663400211e-01,5.051381173457092366e-01
4.584616205577765058e-01,2.247287413531575684e-01
1.398085129306485541e-01,8.862465687646760015e-01
6.495699489925018666e-01,5.848518934266512259e-01
6.740552513526441025e-01,6.926360440702848953e-01
4.941226423508844334e-01,7.260167420738490307e-01
9.566944274635211798e-01,1.084249193774173836e-01
3.147579248674592378e-03,6.489422553225255852e-01
8.511291993599857664e-01,3.964540232203479508e-01
5.884921310398275596e-01,2.239126785435306966e-01
3.044682371183026204e-01,9.058188041345287544e-01
2.916481559883752350e-01,5.048248118323128697e-01
1.096093920101331998e-01,5.430313695447785971e-01
2.679554591327775181e-01,8.598744329762112448e-01
1.640900801685021282e-01,1.881686006498040076e-02
3.780980745750477379e-01,4.434802811148793600e-01
6.537951787744944454e-01,8.831259728524594177e-01
2.174552462027146138e-02,2.405756851510106875e-01
5.164962351332348378e-01,5.453225094230165215e-01
9.307991874886889505e-02,1.604022325568621454e-01
4.251111339991938687e-01,4.469873389808565189e-01
6.352927458960513363e-01,6.414643243337494471e-01
8.450197557935931192e-01,1.614509870702132144e-01
3.682819220073108024e-01,9.178857375794867712e-01
1.354516289102002391e-01,9.203035938987262909e-01
2.168732787992336819e-01,4.776093551684136296e-01
1.062107977665267544e-01,8.588583093692955250e-01
4.635626481564654178e-01,5.332078258623055289e-01
8.833250239107329760e-01,9.854790051176109955e-02
7.616240515937018341e-01,1.664618739656343882e-01
8.086569166235473283e-01,9.764258817518567390e-02
7.386135844833827679e-01,6.036806083595351868e-01
6.554662794094182621e-01,7.957675774198066376e-01
8.260593811230705352e-01,3.639663221247771974e-01
5.257261161585802256e-01,2.593381007063167987e-01
6.632883872832213701e-01,1.079172144071020023e-01
7.597497286538734684e-02,8.335836243897352116e-01
9.281286651578107838e-01,3.970694283757197907e-01
3.516262023646821167e-01,3.824323425118147934e-01
5.694049591556200607e-01,3.027587828924482860e-02
1.471161331062591504e-01,7.229598045578102816e-01
5.112329450456447599e-01,9.338177793404865978e-01
7.397804335940905140e-01,5.296183822930896623e-01
9.203673159185001840e-01,4.008320795319397778e-01
4.924075492423092282e-01,4.502829621016394279e-01
6.066273017546810475e-01,2.984731812732349665e-01
6.297613939378902126e-01,3.241927986929390437e-01
8.606282248277417057e-01,4.064638965275754190e-01
